sample	type	group	mut_ct
OP597796	APOBEC3	Outbreak Global	55
OP597796	NON-APOBEC	Outbreak Global	11
OP597797	APOBEC3	Outbreak Global	52
OP597797	NON-APOBEC	Outbreak Global	10
OP603001	APOBEC3	Outbreak Global	57
OP603001	NON-APOBEC	Outbreak Global	11
OP603002	APOBEC3	Outbreak Global	56
OP603002	NON-APOBEC	Outbreak Global	10
OP603003	APOBEC3	Outbreak Global	55
OP603003	NON-APOBEC	Outbreak Global	9
OP603004	APOBEC3	Outbreak Global	53
OP603004	NON-APOBEC	Outbreak Global	9
OP603005	APOBEC3	Outbreak Global	53
OP603005	NON-APOBEC	Outbreak Global	10
OP603006	APOBEC3	Outbreak Global	54
OP603006	NON-APOBEC	Outbreak Global	10
OP603007	APOBEC3	Outbreak Global	53
OP603007	NON-APOBEC	Outbreak Global	9
OP603009	APOBEC3	Outbreak Global	54
OP603009	NON-APOBEC	Outbreak Global	9
OP603010	APOBEC3	Outbreak Global	56
OP603010	NON-APOBEC	Outbreak Global	9
OP603011	APOBEC3	Outbreak Global	56
OP603011	NON-APOBEC	Outbreak Global	10
OP603012	APOBEC3	Outbreak Global	56
OP603012	NON-APOBEC	Outbreak Global	10
OP603013	APOBEC3	Outbreak Global	53
OP603013	NON-APOBEC	Outbreak Global	9
OP603015	APOBEC3	Outbreak Global	54
OP603015	NON-APOBEC	Outbreak Global	9
OP603016	APOBEC3	Outbreak Global	53
OP603016	NON-APOBEC	Outbreak Global	9
OP603017	APOBEC3	Outbreak Global	55
OP603017	NON-APOBEC	Outbreak Global	9
OP603018	APOBEC3	Outbreak Global	53
OP603018	NON-APOBEC	Outbreak Global	9
OP604519	APOBEC3	Outbreak Global	54
OP604519	NON-APOBEC	Outbreak Global	10
OP604520	APOBEC3	Outbreak Global	55
OP604520	NON-APOBEC	Outbreak Global	9
OP604521	APOBEC3	Outbreak Global	56
OP604521	NON-APOBEC	Outbreak Global	11
OP604522	APOBEC3	Outbreak Global	53
OP604522	NON-APOBEC	Outbreak Global	9
OP604523	APOBEC3	Outbreak Global	55
OP604523	NON-APOBEC	Outbreak Global	10
OP604524	APOBEC3	Outbreak Global	53
OP604524	NON-APOBEC	Outbreak Global	10
OP604525	APOBEC3	Outbreak Global	56
OP604525	NON-APOBEC	Outbreak Global	9
OP604526	APOBEC3	Outbreak Global	53
OP604526	NON-APOBEC	Outbreak Global	9
OP604527	APOBEC3	Outbreak Global	56
OP604527	NON-APOBEC	Outbreak Global	9
OP604528	APOBEC3	Outbreak Global	53
OP604528	NON-APOBEC	Outbreak Global	9
OP604529	APOBEC3	Outbreak Global	55
OP604529	NON-APOBEC	Outbreak Global	10
OP604530	APOBEC3	Outbreak Global	53
OP604530	NON-APOBEC	Outbreak Global	9
OP604531	APOBEC3	Outbreak Global	57
OP604531	NON-APOBEC	Outbreak Global	11
OP604532	APOBEC3	Outbreak Global	56
OP604532	NON-APOBEC	Outbreak Global	9
OP604533	APOBEC3	Outbreak Global	54
OP604533	NON-APOBEC	Outbreak Global	9
OP604565	APOBEC3	Outbreak Global	59
OP604565	NON-APOBEC	Outbreak Global	9
OP604566	APOBEC3	Outbreak Global	59
OP604566	NON-APOBEC	Outbreak Global	9
OP604567	APOBEC3	Outbreak Global	54
OP604567	NON-APOBEC	Outbreak Global	9
OP604568	APOBEC3	Outbreak Global	54
OP604568	NON-APOBEC	Outbreak Global	10
OP604569	APOBEC3	Outbreak Global	54
OP604569	NON-APOBEC	Outbreak Global	9
OP605551	APOBEC3	Outbreak Global	59
OP605551	NON-APOBEC	Outbreak Global	9
OP605552	APOBEC3	Outbreak Global	59
OP605552	NON-APOBEC	Outbreak Global	9
OP605553	APOBEC3	Outbreak Global	54
OP605553	NON-APOBEC	Outbreak Global	9
OP605554	APOBEC3	Outbreak Global	51
OP605554	NON-APOBEC	Outbreak Global	9
OP605564	APOBEC3	Outbreak Global	56
OP605564	NON-APOBEC	Outbreak Global	10
OP605567	APOBEC3	Outbreak Global	52
OP605567	NON-APOBEC	Outbreak Global	9
OP605568	APOBEC3	Outbreak Global	57
OP605568	NON-APOBEC	Outbreak Global	9
OP605569	APOBEC3	Outbreak Global	50
OP605569	NON-APOBEC	Outbreak Global	10
OP605570	APOBEC3	Outbreak Global	60
OP605570	NON-APOBEC	Outbreak Global	9
OP605571	APOBEC3	Outbreak Global	50
OP605571	NON-APOBEC	Outbreak Global	9
OP605572	APOBEC3	Outbreak Global	2
OP605572	NON-APOBEC	Outbreak Global	5
OP605573	APOBEC3	Outbreak Global	52
OP605573	NON-APOBEC	Outbreak Global	9
OP605575	APOBEC3	Outbreak Global	51
OP605575	NON-APOBEC	Outbreak Global	9
OP605581	APOBEC3	Outbreak Global	61
OP605581	NON-APOBEC	Outbreak Global	9
OP605582	APOBEC3	Outbreak Global	52
OP605582	NON-APOBEC	Outbreak Global	9
OP605583	APOBEC3	Outbreak Global	54
OP605583	NON-APOBEC	Outbreak Global	10
OP605584	APOBEC3	Outbreak Global	53
OP605584	NON-APOBEC	Outbreak Global	9
OP605585	APOBEC3	Outbreak Global	62
OP605585	NON-APOBEC	Outbreak Global	9
OP612674	APOBEC3	Pre-Outbreak Global	12
OP612674	NON-APOBEC	Pre-Outbreak Global	6
OP612675	APOBEC3	Pre-Outbreak Global	1
OP612675	NON-APOBEC	Pre-Outbreak Global	5
OP612677	APOBEC3	Pre-Outbreak Global	5
OP612677	NON-APOBEC	Pre-Outbreak Global	5
OP612678	APOBEC3	Pre-Outbreak Global	1
OP612678	NON-APOBEC	Pre-Outbreak Global	5
OP612680	APOBEC3	Pre-Outbreak Global	2
OP612680	NON-APOBEC	Pre-Outbreak Global	5
OP612681	APOBEC3	Pre-Outbreak Global	12
OP612681	NON-APOBEC	Pre-Outbreak Global	6
OP612682	APOBEC3	Pre-Outbreak Global	12
OP612682	NON-APOBEC	Pre-Outbreak Global	6
OP612683	APOBEC3	Pre-Outbreak Global	14
OP612683	NON-APOBEC	Pre-Outbreak Global	6
OP612685	APOBEC3	Pre-Outbreak Global	13
OP612685	NON-APOBEC	Pre-Outbreak Global	6
OP612686	APOBEC3	Pre-Outbreak Global	20
OP612686	NON-APOBEC	Pre-Outbreak Global	6
OP612687	APOBEC3	Pre-Outbreak Global	20
OP612687	NON-APOBEC	Pre-Outbreak Global	6
OP612688	APOBEC3	Pre-Outbreak Global	12
OP612688	NON-APOBEC	Pre-Outbreak Global	6
OP612689	APOBEC3	Pre-Outbreak Global	2
OP612689	NON-APOBEC	Pre-Outbreak Global	5
OP612690	APOBEC3	Pre-Outbreak Global	2
OP612690	NON-APOBEC	Pre-Outbreak Global	5
OP612691	APOBEC3	Pre-Outbreak Global	3
OP612691	NON-APOBEC	Pre-Outbreak Global	5
OP615254	APOBEC3	Outbreak Global	58
OP615254	NON-APOBEC	Outbreak Global	10
OP615255	APOBEC3	Outbreak Global	52
OP615255	NON-APOBEC	Outbreak Global	9
OP615256	APOBEC3	Outbreak Global	53
OP615256	NON-APOBEC	Outbreak Global	11
OP615257	APOBEC3	Outbreak Global	57
OP615257	NON-APOBEC	Outbreak Global	9
OP615259	APOBEC3	Outbreak Global	55
OP615259	NON-APOBEC	Outbreak Global	9
OP615260	APOBEC3	Outbreak Global	53
OP615260	NON-APOBEC	Outbreak Global	9
OP615261	APOBEC3	Outbreak Global	52
OP615261	NON-APOBEC	Outbreak Global	9
OP615262	APOBEC3	Outbreak Global	53
OP615262	NON-APOBEC	Outbreak Global	9
OP615263	APOBEC3	Outbreak Global	52
OP615263	NON-APOBEC	Outbreak Global	9
OP615264	APOBEC3	Outbreak Global	53
OP615264	NON-APOBEC	Outbreak Global	9
OP615265	APOBEC3	Outbreak Global	56
OP615265	NON-APOBEC	Outbreak Global	9
OP615267	APOBEC3	Outbreak Global	58
OP615267	NON-APOBEC	Outbreak Global	9
OP615268	APOBEC3	Outbreak Global	53
OP615268	NON-APOBEC	Outbreak Global	12
OP615269	APOBEC3	Outbreak Global	53
OP615269	NON-APOBEC	Outbreak Global	9
OP615270	APOBEC3	Outbreak Global	54
OP615270	NON-APOBEC	Outbreak Global	9
OP615271	APOBEC3	Outbreak Global	54
OP615271	NON-APOBEC	Outbreak Global	10
OP615272	APOBEC3	Outbreak Global	53
OP615272	NON-APOBEC	Outbreak Global	9
OP615274	APOBEC3	Outbreak Global	55
OP615274	NON-APOBEC	Outbreak Global	9
OP615275	APOBEC3	Outbreak Global	53
OP615275	NON-APOBEC	Outbreak Global	10
OP615276	APOBEC3	Outbreak Global	53
OP615276	NON-APOBEC	Outbreak Global	9
OP615277	APOBEC3	Outbreak Global	54
OP615277	NON-APOBEC	Outbreak Global	10
OP615278	APOBEC3	Outbreak Global	53
OP615278	NON-APOBEC	Outbreak Global	9
OP615279	APOBEC3	Outbreak Global	52
OP615279	NON-APOBEC	Outbreak Global	9
OP615321	APOBEC3	Outbreak Global	54
OP615321	NON-APOBEC	Outbreak Global	9
OP615322	APOBEC3	Outbreak Global	59
OP615322	NON-APOBEC	Outbreak Global	9
OP615323	APOBEC3	Outbreak Global	54
OP615323	NON-APOBEC	Outbreak Global	9
OP615324	APOBEC3	Outbreak Global	53
OP615324	NON-APOBEC	Outbreak Global	9
OP615325	APOBEC3	Outbreak Global	52
OP615325	NON-APOBEC	Outbreak Global	9
OP615326	APOBEC3	Outbreak Global	56
OP615326	NON-APOBEC	Outbreak Global	10
OP615327	APOBEC3	Outbreak Global	53
OP615327	NON-APOBEC	Outbreak Global	9
OP615328	APOBEC3	Outbreak Global	52
OP615328	NON-APOBEC	Outbreak Global	9
OP615329	APOBEC3	Outbreak Global	53
OP615329	NON-APOBEC	Outbreak Global	10
OP615330	APOBEC3	Outbreak Global	52
OP615330	NON-APOBEC	Outbreak Global	10
OP615331	APOBEC3	Outbreak Global	53
OP615331	NON-APOBEC	Outbreak Global	10
OP615332	APOBEC3	Outbreak Global	54
OP615332	NON-APOBEC	Outbreak Global	9
OP615333	APOBEC3	Outbreak Global	53
OP615333	NON-APOBEC	Outbreak Global	9
OP615334	APOBEC3	Outbreak Global	52
OP615334	NON-APOBEC	Outbreak Global	9
OP615335	APOBEC3	Outbreak Global	54
OP615335	NON-APOBEC	Outbreak Global	10
OP615336	APOBEC3	Outbreak Global	53
OP615336	NON-APOBEC	Outbreak Global	10
OP615337	APOBEC3	Outbreak Global	52
OP615337	NON-APOBEC	Outbreak Global	10
OP615338	APOBEC3	Outbreak Global	54
OP615338	NON-APOBEC	Outbreak Global	10
OP615339	APOBEC3	Outbreak Global	52
OP615339	NON-APOBEC	Outbreak Global	9
OP615340	APOBEC3	Outbreak Global	55
OP615340	NON-APOBEC	Outbreak Global	9
OP615341	APOBEC3	Outbreak Global	53
OP615341	NON-APOBEC	Outbreak Global	9
OP623593	APOBEC3	Outbreak Global	53
OP623593	NON-APOBEC	Outbreak Global	9
OP626104	APOBEC3	Outbreak Global	54
OP626104	NON-APOBEC	Outbreak Global	9
OP626105	APOBEC3	Outbreak Global	53
OP626105	NON-APOBEC	Outbreak Global	9
OP626106	APOBEC3	Outbreak Global	55
OP626106	NON-APOBEC	Outbreak Global	10
OP626107	APOBEC3	Outbreak Global	54
OP626107	NON-APOBEC	Outbreak Global	9
OP626108	APOBEC3	Outbreak Global	55
OP626108	NON-APOBEC	Outbreak Global	9
OP626109	APOBEC3	Outbreak Global	53
OP626109	NON-APOBEC	Outbreak Global	9
OP626110	APOBEC3	Outbreak Global	54
OP626110	NON-APOBEC	Outbreak Global	10
OP626111	APOBEC3	Outbreak Global	54
OP626111	NON-APOBEC	Outbreak Global	10
OP626112	APOBEC3	Outbreak Global	57
OP626112	NON-APOBEC	Outbreak Global	9
OP626113	APOBEC3	Outbreak Global	53
OP626113	NON-APOBEC	Outbreak Global	9
OP626114	APOBEC3	Outbreak Global	53
OP626114	NON-APOBEC	Outbreak Global	9
OP626115	APOBEC3	Outbreak Global	54
OP626115	NON-APOBEC	Outbreak Global	10
OP626116	APOBEC3	Outbreak Global	53
OP626116	NON-APOBEC	Outbreak Global	9
OP626117	APOBEC3	Outbreak Global	53
OP626117	NON-APOBEC	Outbreak Global	9
OP626118	APOBEC3	Outbreak Global	53
OP626118	NON-APOBEC	Outbreak Global	9
OP626119	APOBEC3	Outbreak Global	56
OP626119	NON-APOBEC	Outbreak Global	9
OP626120	APOBEC3	Outbreak Global	56
OP626120	NON-APOBEC	Outbreak Global	9
OP626121	APOBEC3	Outbreak Global	53
OP626121	NON-APOBEC	Outbreak Global	9
OP626122	APOBEC3	Outbreak Global	56
OP626122	NON-APOBEC	Outbreak Global	9
OP626123	APOBEC3	Outbreak Global	54
OP626123	NON-APOBEC	Outbreak Global	9
OP626124	APOBEC3	Outbreak Global	53
OP626124	NON-APOBEC	Outbreak Global	10
OP626125	APOBEC3	Outbreak Global	57
OP626125	NON-APOBEC	Outbreak Global	9
OP626126	APOBEC3	Outbreak Global	53
OP626126	NON-APOBEC	Outbreak Global	9
OP626127	APOBEC3	Outbreak Global	54
OP626127	NON-APOBEC	Outbreak Global	9
OP626128	APOBEC3	Outbreak Global	53
OP626128	NON-APOBEC	Outbreak Global	10
OP626129	APOBEC3	Outbreak Global	54
OP626129	NON-APOBEC	Outbreak Global	10
OP626130	APOBEC3	Outbreak Global	54
OP626130	NON-APOBEC	Outbreak Global	10
OP626131	APOBEC3	Outbreak Global	54
OP626131	NON-APOBEC	Outbreak Global	9
OP626132	APOBEC3	Outbreak Global	55
OP626132	NON-APOBEC	Outbreak Global	10
OP626133	APOBEC3	Outbreak Global	54
OP626133	NON-APOBEC	Outbreak Global	9
OP626134	APOBEC3	Outbreak Global	55
OP626134	NON-APOBEC	Outbreak Global	9
OP626135	APOBEC3	Outbreak Global	56
OP626135	NON-APOBEC	Outbreak Global	9
OP626136	APOBEC3	Outbreak Global	57
OP626136	NON-APOBEC	Outbreak Global	11
OP626137	APOBEC3	Outbreak Global	55
OP626137	NON-APOBEC	Outbreak Global	10
OP626138	APOBEC3	Outbreak Global	53
OP626138	NON-APOBEC	Outbreak Global	9
OP626139	APOBEC3	Outbreak Global	55
OP626139	NON-APOBEC	Outbreak Global	9
OP628437	APOBEC3	Outbreak Global	55
OP628437	NON-APOBEC	Outbreak Global	10
OP628438	APOBEC3	Outbreak Global	56
OP628438	NON-APOBEC	Outbreak Global	10
OP628439	APOBEC3	Outbreak Global	54
OP628439	NON-APOBEC	Outbreak Global	9
OP628440	APOBEC3	Outbreak Global	53
OP628440	NON-APOBEC	Outbreak Global	9
OP628441	APOBEC3	Outbreak Global	56
OP628441	NON-APOBEC	Outbreak Global	10
OP628442	APOBEC3	Outbreak Global	53
OP628442	NON-APOBEC	Outbreak Global	9
OP628443	APOBEC3	Outbreak Global	53
OP628443	NON-APOBEC	Outbreak Global	10
OP628444	APOBEC3	Outbreak Global	53
OP628444	NON-APOBEC	Outbreak Global	9
OP628446	APOBEC3	Outbreak Global	53
OP628446	NON-APOBEC	Outbreak Global	9
OP628447	APOBEC3	Outbreak Global	57
OP628447	NON-APOBEC	Outbreak Global	11
OP628448	APOBEC3	Outbreak Global	53
OP628448	NON-APOBEC	Outbreak Global	10
OP628449	APOBEC3	Outbreak Global	54
OP628449	NON-APOBEC	Outbreak Global	9
OP628450	APOBEC3	Outbreak Global	53
OP628450	NON-APOBEC	Outbreak Global	9
OP628451	APOBEC3	Outbreak Global	55
OP628451	NON-APOBEC	Outbreak Global	10
OP628452	APOBEC3	Outbreak Global	53
OP628452	NON-APOBEC	Outbreak Global	9
OP628453	APOBEC3	Outbreak Global	54
OP628453	NON-APOBEC	Outbreak Global	10
OP628454	APOBEC3	Outbreak Global	53
OP628454	NON-APOBEC	Outbreak Global	9
OP628455	APOBEC3	Outbreak Global	54
OP628455	NON-APOBEC	Outbreak Global	9
OP628456	APOBEC3	Outbreak Global	55
OP628456	NON-APOBEC	Outbreak Global	9
OP628457	APOBEC3	Outbreak Global	56
OP628457	NON-APOBEC	Outbreak Global	10
OP628458	APOBEC3	Outbreak Global	53
OP628458	NON-APOBEC	Outbreak Global	9
OP628459	APOBEC3	Outbreak Global	54
OP628459	NON-APOBEC	Outbreak Global	9
OP628460	APOBEC3	Outbreak Global	53
OP628460	NON-APOBEC	Outbreak Global	9
OP628461	APOBEC3	Outbreak Global	54
OP628461	NON-APOBEC	Outbreak Global	10
OP628462	APOBEC3	Outbreak Global	51
OP628462	NON-APOBEC	Outbreak Global	9
OP628464	APOBEC3	Outbreak Global	53
OP628464	NON-APOBEC	Outbreak Global	9
OP628465	APOBEC3	Outbreak Global	56
OP628465	NON-APOBEC	Outbreak Global	10
OP628466	APOBEC3	Outbreak Global	59
OP628466	NON-APOBEC	Outbreak Global	9
OP628467	APOBEC3	Outbreak Global	53
OP628467	NON-APOBEC	Outbreak Global	9
OP628468	APOBEC3	Outbreak Global	53
OP628468	NON-APOBEC	Outbreak Global	9
OP628469	APOBEC3	Outbreak Global	53
OP628469	NON-APOBEC	Outbreak Global	9
OP628470	APOBEC3	Outbreak Global	53
OP628470	NON-APOBEC	Outbreak Global	9
OP628471	APOBEC3	Outbreak Global	56
OP628471	NON-APOBEC	Outbreak Global	10
OP628472	APOBEC3	Outbreak Global	53
OP628472	NON-APOBEC	Outbreak Global	9
OP628473	APOBEC3	Outbreak Global	57
OP628473	NON-APOBEC	Outbreak Global	9
OP628474	APOBEC3	Outbreak Global	53
OP628474	NON-APOBEC	Outbreak Global	9
OP628475	APOBEC3	Outbreak Global	53
OP628475	NON-APOBEC	Outbreak Global	9
OP628476	APOBEC3	Outbreak Global	53
OP628476	NON-APOBEC	Outbreak Global	9
OP628477	APOBEC3	Outbreak Global	56
OP628477	NON-APOBEC	Outbreak Global	10
OP628478	APOBEC3	Outbreak Global	56
OP628478	NON-APOBEC	Outbreak Global	10
OP628479	APOBEC3	Outbreak Global	53
OP628479	NON-APOBEC	Outbreak Global	10
OP628480	APOBEC3	Outbreak Global	53
OP628480	NON-APOBEC	Outbreak Global	9
OP628481	APOBEC3	Outbreak Global	56
OP628481	NON-APOBEC	Outbreak Global	10
OP628482	APOBEC3	Outbreak Global	53
OP628482	NON-APOBEC	Outbreak Global	9
OP628483	APOBEC3	Outbreak Global	53
OP628483	NON-APOBEC	Outbreak Global	9
OP628484	APOBEC3	Outbreak Global	53
OP628484	NON-APOBEC	Outbreak Global	10
OP628485	APOBEC3	Outbreak Global	53
OP628485	NON-APOBEC	Outbreak Global	9
OP628486	APOBEC3	Outbreak Global	53
OP628486	NON-APOBEC	Outbreak Global	9
OP628487	APOBEC3	Outbreak Global	54
OP628487	NON-APOBEC	Outbreak Global	9
OP628488	APOBEC3	Outbreak Global	53
OP628488	NON-APOBEC	Outbreak Global	9
OP628489	APOBEC3	Outbreak Global	53
OP628489	NON-APOBEC	Outbreak Global	9
OP628490	APOBEC3	Outbreak Global	55
OP628490	NON-APOBEC	Outbreak Global	9
OP628491	APOBEC3	Outbreak Global	53
OP628491	NON-APOBEC	Outbreak Global	9
OP650027	APOBEC3	Outbreak Global	59
OP650027	NON-APOBEC	Outbreak Global	9
OP650029	APOBEC3	Outbreak Global	59
OP650029	NON-APOBEC	Outbreak Global	9
OP650030	APOBEC3	Outbreak Global	55
OP650030	NON-APOBEC	Outbreak Global	10
OP650031	APOBEC3	Outbreak Global	54
OP650031	NON-APOBEC	Outbreak Global	10
OP650032	APOBEC3	Outbreak Global	55
OP650032	NON-APOBEC	Outbreak Global	10
OP680486	APOBEC3	Outbreak Global	54
OP680486	NON-APOBEC	Outbreak Global	10
OP680487	APOBEC3	Outbreak Global	55
OP680487	NON-APOBEC	Outbreak Global	9
OP680489	APOBEC3	Outbreak Global	52
OP680489	NON-APOBEC	Outbreak Global	9
OP680490	APOBEC3	Outbreak Global	53
OP680490	NON-APOBEC	Outbreak Global	9
OP680491	APOBEC3	Outbreak Global	56
OP680491	NON-APOBEC	Outbreak Global	9
OP680492	APOBEC3	Outbreak Global	53
OP680492	NON-APOBEC	Outbreak Global	9
OP680493	APOBEC3	Outbreak Global	54
OP680493	NON-APOBEC	Outbreak Global	11
OP680494	APOBEC3	Outbreak Global	53
OP680494	NON-APOBEC	Outbreak Global	9
OP680495	APOBEC3	Outbreak Global	54
OP680495	NON-APOBEC	Outbreak Global	9
OP680496	APOBEC3	Outbreak Global	52
OP680496	NON-APOBEC	Outbreak Global	9
OP680497	APOBEC3	Outbreak Global	55
OP680497	NON-APOBEC	Outbreak Global	9
OP680498	APOBEC3	Outbreak Global	53
OP680498	NON-APOBEC	Outbreak Global	9
OP680499	APOBEC3	Outbreak Global	52
OP680499	NON-APOBEC	Outbreak Global	9
OP680500	APOBEC3	Outbreak Global	55
OP680500	NON-APOBEC	Outbreak Global	9
OP680501	APOBEC3	Outbreak Global	55
OP680501	NON-APOBEC	Outbreak Global	9
OP680502	APOBEC3	Outbreak Global	55
OP680502	NON-APOBEC	Outbreak Global	10
OP680503	APOBEC3	Outbreak Global	55
OP680503	NON-APOBEC	Outbreak Global	9
OP680504	APOBEC3	Outbreak Global	55
OP680504	NON-APOBEC	Outbreak Global	9
OP680505	APOBEC3	Outbreak Global	55
OP680505	NON-APOBEC	Outbreak Global	10
OP680506	APOBEC3	Outbreak Global	52
OP680506	NON-APOBEC	Outbreak Global	9
OP680507	APOBEC3	Outbreak Global	55
OP680507	NON-APOBEC	Outbreak Global	10
OP680508	APOBEC3	Outbreak Global	55
OP680508	NON-APOBEC	Outbreak Global	9
OP680509	APOBEC3	Outbreak Global	52
OP680509	NON-APOBEC	Outbreak Global	9
OP680510	APOBEC3	Outbreak Global	53
OP680510	NON-APOBEC	Outbreak Global	9
OP680511	APOBEC3	Outbreak Global	53
OP680511	NON-APOBEC	Outbreak Global	9
OP680512	APOBEC3	Outbreak Global	53
OP680512	NON-APOBEC	Outbreak Global	10
OP681772	APOBEC3	Outbreak Global	55
OP681772	NON-APOBEC	Outbreak Global	9
OP681773	APOBEC3	Outbreak Global	57
OP681773	NON-APOBEC	Outbreak Global	11
OP681774	APOBEC3	Outbreak Global	57
OP681774	NON-APOBEC	Outbreak Global	11
OP681775	APOBEC3	Outbreak Global	55
OP681775	NON-APOBEC	Outbreak Global	11
OP681776	APOBEC3	Outbreak Global	54
OP681776	NON-APOBEC	Outbreak Global	8
OP681777	APOBEC3	Outbreak Global	55
OP681777	NON-APOBEC	Outbreak Global	9
OP687926	APOBEC3	Outbreak Global	53
OP687926	NON-APOBEC	Outbreak Global	9
OP687927	APOBEC3	Outbreak Global	53
OP687927	NON-APOBEC	Outbreak Global	9
OP687928	APOBEC3	Outbreak Global	54
OP687928	NON-APOBEC	Outbreak Global	9
OP687929	APOBEC3	Outbreak Global	56
OP687929	NON-APOBEC	Outbreak Global	10
OP687930	APOBEC3	Outbreak Global	57
OP687930	NON-APOBEC	Outbreak Global	11
OP687931	APOBEC3	Outbreak Global	57
OP687931	NON-APOBEC	Outbreak Global	11
OP687932	APOBEC3	Outbreak Global	54
OP687932	NON-APOBEC	Outbreak Global	9
OP687933	APOBEC3	Outbreak Global	54
OP687933	NON-APOBEC	Outbreak Global	9
OP687934	APOBEC3	Outbreak Global	53
OP687934	NON-APOBEC	Outbreak Global	9
OP687935	APOBEC3	Outbreak Global	55
OP687935	NON-APOBEC	Outbreak Global	10
OP687936	APOBEC3	Outbreak Global	56
OP687936	NON-APOBEC	Outbreak Global	9
OP687937	APOBEC3	Outbreak Global	57
OP687937	NON-APOBEC	Outbreak Global	9
OP687938	APOBEC3	Outbreak Global	56
OP687938	NON-APOBEC	Outbreak Global	10
OP687942	APOBEC3	Outbreak Global	53
OP687942	NON-APOBEC	Outbreak Global	13
OP687943	APOBEC3	Outbreak Global	53
OP687943	NON-APOBEC	Outbreak Global	9
OP687944	APOBEC3	Outbreak Global	54
OP687944	NON-APOBEC	Outbreak Global	10
OP687945	APOBEC3	Outbreak Global	54
OP687945	NON-APOBEC	Outbreak Global	9
OP687946	APOBEC3	Outbreak Global	54
OP687946	NON-APOBEC	Outbreak Global	10
OP687947	APOBEC3	Outbreak Global	54
OP687947	NON-APOBEC	Outbreak Global	10
OP687948	APOBEC3	Outbreak Global	55
OP687948	NON-APOBEC	Outbreak Global	10
OP687949	APOBEC3	Outbreak Global	54
OP687949	NON-APOBEC	Outbreak Global	11
OP689655	APOBEC3	Outbreak Global	55
OP689655	NON-APOBEC	Outbreak Global	9
OP689656	APOBEC3	Outbreak Global	55
OP689656	NON-APOBEC	Outbreak Global	9
OP689657	APOBEC3	Outbreak Global	55
OP689657	NON-APOBEC	Outbreak Global	9
OP689658	APOBEC3	Outbreak Global	52
OP689658	NON-APOBEC	Outbreak Global	9
OP689659	APOBEC3	Outbreak Global	53
OP689659	NON-APOBEC	Outbreak Global	9
OP689660	APOBEC3	Outbreak Global	55
OP689660	NON-APOBEC	Outbreak Global	9
OP689661	APOBEC3	Outbreak Global	52
OP689661	NON-APOBEC	Outbreak Global	9
OP689662	APOBEC3	Outbreak Global	53
OP689662	NON-APOBEC	Outbreak Global	10
OP689663	APOBEC3	Outbreak Global	52
OP689663	NON-APOBEC	Outbreak Global	9
OP689664	APOBEC3	Outbreak Global	55
OP689664	NON-APOBEC	Outbreak Global	9
OP689665	APOBEC3	Outbreak Global	53
OP689665	NON-APOBEC	Outbreak Global	9
OP689666	APOBEC3	Outbreak Global	53
OP689666	NON-APOBEC	Outbreak Global	9
OP689667	APOBEC3	Outbreak Global	53
OP689667	NON-APOBEC	Outbreak Global	9
OP689668	APOBEC3	Outbreak Global	54
OP689668	NON-APOBEC	Outbreak Global	10
OP689669	APOBEC3	Outbreak Global	53
OP689669	NON-APOBEC	Outbreak Global	9
OP689670	APOBEC3	Outbreak Global	53
OP689670	NON-APOBEC	Outbreak Global	9
OP689671	APOBEC3	Outbreak Global	54
OP689671	NON-APOBEC	Outbreak Global	10
OP689672	APOBEC3	Outbreak Global	53
OP689672	NON-APOBEC	Outbreak Global	9
OP689673	APOBEC3	Outbreak Global	52
OP689673	NON-APOBEC	Outbreak Global	9
OP689674	APOBEC3	Outbreak Global	54
OP689674	NON-APOBEC	Outbreak Global	9
OP689675	APOBEC3	Outbreak Global	54
OP689675	NON-APOBEC	Outbreak Global	9
OP689676	APOBEC3	Outbreak Global	53
OP689676	NON-APOBEC	Outbreak Global	10
OP689677	APOBEC3	Outbreak Global	57
OP689677	NON-APOBEC	Outbreak Global	9
OP689678	APOBEC3	Outbreak Global	53
OP689678	NON-APOBEC	Outbreak Global	9
OP689679	APOBEC3	Outbreak Global	53
OP689679	NON-APOBEC	Outbreak Global	10
OP689680	APOBEC3	Outbreak Global	54
OP689680	NON-APOBEC	Outbreak Global	9
OP689681	APOBEC3	Outbreak Global	53
OP689681	NON-APOBEC	Outbreak Global	9
OP689682	APOBEC3	Outbreak Global	54
OP689682	NON-APOBEC	Outbreak Global	9
OP689683	APOBEC3	Outbreak Global	53
OP689683	NON-APOBEC	Outbreak Global	9
OP689684	APOBEC3	Outbreak Global	55
OP689684	NON-APOBEC	Outbreak Global	10
OP689685	APOBEC3	Outbreak Global	54
OP689685	NON-APOBEC	Outbreak Global	9
OP689686	APOBEC3	Outbreak Global	55
OP689686	NON-APOBEC	Outbreak Global	10
OP689687	APOBEC3	Outbreak Global	53
OP689687	NON-APOBEC	Outbreak Global	9
OP693653	APOBEC3	Outbreak Global	53
OP693653	NON-APOBEC	Outbreak Global	9
OP693655	APOBEC3	Outbreak Global	52
OP693655	NON-APOBEC	Outbreak Global	9
OP693656	APOBEC3	Outbreak Global	54
OP693656	NON-APOBEC	Outbreak Global	10
OP696841	APOBEC3	Outbreak Global	52
OP696841	NON-APOBEC	Outbreak Global	9
OP715788	APOBEC3	Outbreak Global	56
OP715788	NON-APOBEC	Outbreak Global	10
